symbol,form,n_fills,n_busy,sum_net_bps,net_per_fill_bps,n_eaten,n_partial
MSTRUSDT,pct2-1to1-600,2,0,-1.4,-0.68,0,0
MSTRUSDT,pct2-1to1-7200,2,0,4.2,2.08,0,0
MSTRUSDT,stack2-1to1-3600,2,0,-30.2,-15.10,0,0
MSTRUSDT,stack2-1to1-60,2,0,-30.2,-15.10,0,0
MSTRUSDT,stack2-1to1-600,2,0,-30.2,-15.10,0,0
MSTRUSDT,stack2-1to1-7200,2,0,-30.2,-15.10,0,0
MUUSDT,at-1to1-3600,4,0,-19.9,-4.98,0,0
MUUSDT,at-1to1-60,4,0,-19.9,-4.98,0,0
MUUSDT,at-1to1-600,4,0,-19.9,-4.98,0,0
MUUSDT,at-1to1-7200,4,0,-19.9,-4.98,0,0
MUUSDT,behind-1to1-3600,3,1,-17.5,-5.83,0,0
MUUSDT,behind-1to1-60,3,1,-15.8,-5.27,0,0
MUUSDT,behind-1to1-600,3,1,-17.5,-5.83,0,0
MUUSDT,behind-1to1-7200,3,1,-17.5,-5.83,0,0
MUUSDT,pct0.5-1to1-3600,1,0,-54.6,-54.65,0,0
MUUSDT,pct0.5-1to1-60,3,1,-4.3,-1.44,0,0
MUUSDT,pct0.5-1to1-600,2,2,-14.4,-7.20,0,0
MUUSDT,pct0.5-1to1-7200,1,0,-54.6,-54.65,0,0
MUUSDT,pct1-1to1-3600,1,0,-51.2,-51.19,0,0
MUUSDT,pct1-1to1-60,3,1,-4.3,-1.44,0,0
MUUSDT,pct1-1to1-600,2,2,-14.4,-7.20,0,0
MUUSDT,pct1-1to1-7200,1,0,-46.3,-46.31,0,0
MUUSDT,pct2-1to1-3600,1,0,-51.2,-51.19,0,0
MUUSDT,pct2-1to1-60,3,1,-4.3,-1.44,0,0
MUUSDT,pct2-1to1-600,2,2,-14.4,-7.20,0,0
MUUSDT,pct2-1to1-7200,1,0,-46.3,-46.31,0,0
MUUSDT,stack2-1to1-3600,2,1,-3.6,-1.78,0,0
MUUSDT,stack2-1to1-60,2,1,-10.4,-5.22,0,0
MUUSDT,stack2-1to1-600,2,1,-13.3,-6.65,0,0
MUUSDT,stack2-1to1-7200,2,1,-3.6,-1.78,0,0
NBISUSDT,at-1to1-3600,2,0,-10.3,-5.13,0,0
NBISUSDT,at-1to1-60,2,0,-10.3,-5.13,0,0
NBISUSDT,at-1to1-600,2,0,-10.3,-5.13,0,0
NBISUSDT,at-1to1-7200,2,0,-10.3,-5.13,0,0
NBISUSDT,before-1to1-3600,1,0,-5.4,-5.37,0,0
NBISUSDT,before-1to1-60,1,0,-5.4,-5.37,0,0
NBISUSDT,before-1to1-600,1,0,-5.4,-5.37,0,0
NBISUSDT,before-1to1-7200,1,0,-5.4,-5.37,0,0
NBISUSDT,behind-1to1-3600,1,1,-9.7,-9.67,0,0
NBISUSDT,behind-1to1-60,1,1,-9.7,-9.67,0,0
NBISUSDT,behind-1to1-600,1,1,-9.7,-9.67,0,0
NBISUSDT,behind-1to1-7200,1,1,-9.7,-9.67,0,0
NBISUSDT,midfr-1to1-3600,1,0,-5.4,-5.37,0,0
NBISUSDT,midfr-1to1-60,1,0,-5.4,-5.37,0,0
NBISUSDT,midfr-1to1-600,1,0,-5.4,-5.37,0,0
NBISUSDT,midfr-1to1-7200,1,0,-5.4,-5.37,0,0
NBISUSDT,pct0.5-1to1-3600,1,1,-22.1,-22.10,0,0
NBISUSDT,pct0.5-1to1-60,1,1,-9.2,-9.19,0,0
NBISUSDT,pct0.5-1to1-600,1,1,-2.5,-2.50,0,0
NBISUSDT,pct0.5-1to1-7200,1,1,-55.1,-55.08,0,0
NBISUSDT,pct1-1to1-3600,1,1,-22.1,-22.10,0,0
NBISUSDT,pct1-1to1-60,1,1,-9.2,-9.19,0,0
NBISUSDT,pct1-1to1-600,1,1,-2.5,-2.50,0,0
NBISUSDT,pct1-1to1-7200,1,1,-69.4,-69.42,0,0
NBISUSDT,pct2-1to1-3600,1,1,-22.1,-22.10,0,0
NBISUSDT,pct2-1to1-60,1,1,-9.2,-9.19,0,0
NBISUSDT,pct2-1to1-600,1,1,-2.5,-2.50,0,0
NBISUSDT,pct2-1to1-7200,1,1,-69.4,-69.42,0,0
NEARUSDT,at-1to1-3600,1,0,-10.6,-10.58,0,0
NEARUSDT,at-1to1-60,1,0,-10.6,-10.58,0,0
NEARUSDT,at-1to1-600,1,0,-10.6,-10.58,0,0
NEARUSDT,at-1to1-7200,1,0,-10.6,-10.58,0,0
NEARUSDT,behind-1to1-3600,1,0,-14.9,-14.87,0,0
NEARUSDT,behind-1to1-60,1,0,-14.9,-14.87,0,0
NEARUSDT,behind-1to1-600,1,0,-14.9,-14.87,0,0
NEARUSDT,behind-1to1-7200,1,0,-14.9,-14.87,0,0
NEARUSDT,pct0.5-1to1-3600,1,0,45.1,45.09,0,0
NEARUSDT,pct0.5-1to1-60,1,0,-14.9,-14.87,0,0
NEARUSDT,pct0.5-1to1-600,1,0,6.5,6.55,0,0
NEARUSDT,pct0.5-1to1-7200,1,0,45.1,45.09,0,0
NEARUSDT,pct1-1to1-3600,1,0,49.4,49.37,0,0
NEARUSDT,pct1-1to1-60,1,0,-14.9,-14.87,0,0
NEARUSDT,pct1-1to1-600,1,0,6.5,6.55,0,0
NEARUSDT,pct1-1to1-7200,1,0,-104.8,-104.80,0,0
NEARUSDT,pct2-1to1-3600,1,0,49.4,49.37,0,0
NEARUSDT,pct2-1to1-60,1,0,-14.9,-14.87,0,0
NEARUSDT,pct2-1to1-600,1,0,6.5,6.55,0,0
NEARUSDT,pct2-1to1-7200,1,0,-156.2,-156.19,0,0
NEARUSDT,stack2-1to1-3600,1,0,-19.1,-19.15,0,0
NEARUSDT,stack2-1to1-60,1,0,-19.1,-19.15,0,0
NEARUSDT,stack2-1to1-600,1,0,-19.1,-19.15,0,0
NEARUSDT,stack2-1to1-7200,1,0,-19.1,-19.15,0,0
ONDOUSDT,at-1to1-3600,4,0,-36.9,-9.22,0,0
ONDOUSDT,at-1to1-60,4,0,-36.9,-9.22,0,0
ONDOUSDT,at-1to1-600,4,0,-36.9,-9.22,0,0
ONDOUSDT,at-1to1-7200,4,0,-36.9,-9.22,0,0
ONDOUSDT,behind-1to1-3600,3,1,-39.4,-13.13,0,0
ONDOUSDT,behind-1to1-60,3,1,-39.4,-13.13,0,0
ONDOUSDT,behind-1to1-600,3,1,-39.4,-13.13,0,0
ONDOUSDT,behind-1to1-7200,3,1,-39.4,-13.13,0,0
ONDOUSDT,pct0.5-1to1-3600,2,2,75.8,37.90,0,0
ONDOUSDT,pct0.5-1to1-60,2,2,-13.3,-6.64,0,0
ONDOUSDT,pct0.5-1to1-600,2,2,51.4,25.70,0,0
ONDOUSDT,pct0.5-1to1-7200,2,2,91.0,45.52,0,0
ONDOUSDT,pct1-1to1-3600,2,2,124.7,62.37,0,0
ONDOUSDT,pct1-1to1-60,2,2,-13.3,-6.64,0,0
ONDOUSDT,pct1-1to1-600,2,2,88.8,44.41,0,0
ONDOUSDT,pct1-1to1-7200,2,2,191.8,95.90,0,0
ONDOUSDT,pct2-1to1-3600,2,2,136.2,68.12,0,0
ONDOUSDT,pct2-1to1-60,2,2,-13.3,-6.64,0,0
ONDOUSDT,pct2-1to1-600,2,2,88.8,44.41,0,0
ONDOUSDT,pct2-1to1-7200,2,2,329.1,164.57,0,0
ONDOUSDT,stack2-1to1-3600,2,2,-33.3,-16.63,0,0
ONDOUSDT,stack2-1to1-60,2,2,-33.3,-16.63,0,0
ONDOUSDT,stack2-1to1-600,2,2,-33.3,-16.63,0,0
ONDOUSDT,stack2-1to1-7200,2,2,-33.3,-16.63,0,0
SKHYUSDT,at-1to1-3600,2,0,-12.3,-6.17,0,0
SKHYUSDT,at-1to1-60,2,0,-12.3,-6.17,0,0
SKHYUSDT,at-1to1-600,2,0,-12.3,-6.17,0,0
SKHYUSDT,at-1to1-7200,2,0,-12.3,-6.17,0,0
SKHYUSDT,before-1to1-3600,2,0,-12.3,-6.17,0,0
SKHYUSDT,before-1to1-60,2,0,-12.3,-6.17,0,0
SKHYUSDT,before-1to1-600,2,0,-12.3,-6.17,0,0
SKHYUSDT,before-1to1-7200,2,0,-12.3,-6.17,0,0
SKHYUSDT,behind-1to1-3600,1,1,-7.9,-7.93,0,0
SKHYUSDT,behind-1to1-60,1,1,-7.9,-7.93,0,0
SKHYUSDT,behind-1to1-600,1,1,-7.9,-7.93,0,0
SKHYUSDT,behind-1to1-7200,1,1,-7.9,-7.93,0,0
SKHYUSDT,midfr-1to1-3600,2,0,-12.3,-6.17,0,0
SKHYUSDT,midfr-1to1-60,2,0,-12.3,-6.17,0,0
SKHYUSDT,midfr-1to1-600,2,0,-12.3,-6.17,0,0
SKHYUSDT,midfr-1to1-7200,2,0,-12.3,-6.17,0,0
SKHYUSDT,pct0.5-1to1-3600,1,1,-11.2,-11.19,0,0
SKHYUSDT,pct0.5-1to1-60,1,1,-24.2,-24.23,0,0
SKHYUSDT,pct0.5-1to1-600,1,1,-4.7,-4.67,0,0
SKHYUSDT,pct0.5-1to1-7200,1,1,-6.8,-6.84,0,0
SKHYUSDT,pct1-1to1-3600,1,1,-11.2,-11.19,0,0
SKHYUSDT,pct1-1to1-60,1,1,-24.2,-24.23,0,0
SKHYUSDT,pct1-1to1-600,1,1,-4.7,-4.67,0,0
SKHYUSDT,pct1-1to1-7200,1,1,-6.8,-6.84,0,0
SKHYUSDT,pct2-1to1-3600,1,1,-11.2,-11.19,0,0
SKHYUSDT,pct2-1to1-60,1,1,-24.2,-24.23,0,0
SKHYUSDT,pct2-1to1-600,1,1,-4.7,-4.67,0,0
SKHYUSDT,pct2-1to1-7200,1,1,-6.8,-6.84,0,0
SKHYUSDT,stack2-1to1-3600,1,1,-11.2,-11.19,0,0
SKHYUSDT,stack2-1to1-60,1,1,-11.2,-11.19,0,0
SKHYUSDT,stack2-1to1-600,1,1,-11.2,-11.19,0,0
SKHYUSDT,stack2-1to1-7200,1,1,-11.2,-11.19,0,0
SNXXUSDT,at-1to1-3600,72,0,-946.9,-13.15,0,0
SNXXUSDT,at-1to1-60,72,0,-946.9,-13.15,0,0
SNXXUSDT,at-1to1-600,72,0,-946.9,-13.15,0,0
SNXXUSDT,at-1to1-7200,72,0,-946.9,-13.15,0,0
SNXXUSDT,behind-1to1-3600,44,31,-579.6,-13.17,0,0
SNXXUSDT,behind-1to1-60,49,28,-614.9,-12.55,0,0
SNXXUSDT,behind-1to1-600,44,31,-602.1,-13.68,0,0
SNXXUSDT,behind-1to1-7200,44,31,-579.6,-13.17,0,0
SNXXUSDT,pct0.5-1to1-3600,11,73,-95.1,-8.65,0,0
SNXXUSDT,pct0.5-1to1-60,39,41,-517.9,-13.28,0,0
SNXXUSDT,pct0.5-1to1-600,18,67,-285.9,-15.88,0,0
SNXXUSDT,pct0.5-1to1-7200,11,74,-117.6,-10.69,0,0
SNXXUSDT,pct1-1to1-3600,7,79,-149.1,-21.30,0,0
SNXXUSDT,pct1-1to1-60,38,42,-533.8,-14.05,0,0
SNXXUSDT,pct1-1to1-600,17,68,-249.1,-14.65,0,0
SNXXUSDT,pct1-1to1-7200,5,82,-84.3,-16.85,0,0
SNXXUSDT,pct2-1to1-3600,7,79,-141.5,-20.21,0,0
SNXXUSDT,pct2-1to1-60,38,42,-533.8,-14.05,0,0
SNXXUSDT,pct2-1to1-600,17,68,-249.1,-14.65,0,0
SNXXUSDT,pct2-1to1-7200,5,82,102.4,20.48,0,0
SNXXUSDT,stack2-1to1-3600,28,54,-431.5,-15.41,0,0
SNXXUSDT,stack2-1to1-60,42,37,-573.9,-13.66,0,0
SNXXUSDT,stack2-1to1-600,29,53,-451.0,-15.55,0,0
SNXXUSDT,stack2-1to1-7200,28,54,-431.5,-15.41,0,0
SOXSUSDT,at-1to1-3600,2,0,-17.1,-8.54,0,0
SOXSUSDT,at-1to1-60,2,0,-17.1,-8.54,0,0
SOXSUSDT,at-1to1-600,2,0,-17.1,-8.54,0,0
SOXSUSDT,at-1to1-7200,2,0,-17.1,-8.54,0,0
SOXSUSDT,behind-1to1-3600,2,0,-19.0,-9.52,0,0
SOXSUSDT,behind-1to1-60,2,0,-19.0,-9.52,0,0
SOXSUSDT,behind-1to1-600,2,0,-19.0,-9.52,0,0
SOXSUSDT,behind-1to1-7200,2,0,-19.0,-9.52,0,0
SOXSUSDT,pct0.5-1to1-3600,2,0,-57.6,-28.80,0,0
SOXSUSDT,pct0.5-1to1-60,2,0,4.7,2.36,0,0
SOXSUSDT,pct0.5-1to1-600,2,0,-69.4,-34.68,0,0
SOXSUSDT,pct0.5-1to1-7200,2,0,-114.4,-57.22,0,0
SOXSUSDT,pct1-1to1-3600,2,0,-108.4,-54.21,0,0
SOXSUSDT,pct1-1to1-60,2,0,4.7,2.36,0,0
SOXSUSDT,pct1-1to1-600,2,0,-69.4,-34.68,0,0
SOXSUSDT,pct1-1to1-7200,2,0,-165.3,-82.63,0,0
SOXSUSDT,pct2-1to1-3600,2,0,-128.3,-64.16,0,0
SOXSUSDT,pct2-1to1-60,2,0,4.7,2.36,0,0
SOXSUSDT,pct2-1to1-600,2,0,-69.4,-34.68,0,0
SOXSUSDT,pct2-1to1-7200,2,0,-171.9,-85.95,0,0
SOXSUSDT,stack2-1to1-3600,1,0,-16.1,-16.10,0,0
SOXSUSDT,stack2-1to1-60,1,0,-16.1,-16.10,0,0
SOXSUSDT,stack2-1to1-600,1,0,-16.1,-16.10,0,0
SOXSUSDT,stack2-1to1-7200,1,0,-16.1,-16.10,0,0
SPCXUSDT,at-1to1-3600,2,0,-12.0,-6.01,0,0
SPCXUSDT,at-1to1-60,2,0,-12.0,-6.01,0,0
SPCXUSDT,at-1to1-600,2,0,-12.0,-6.01,0,0
SPCXUSDT,at-1to1-7200,2,0,-12.0,-6.01,0,0
SPCXUSDT,behind-1to1-3600,2,0,-6.8,-3.41,0,0
SPCXUSDT,behind-1to1-60,2,0,-6.8,-3.41,0,0
SPCXUSDT,behind-1to1-600,2,0,-6.8,-3.41,0,0
SPCXUSDT,behind-1to1-7200,2,0,-6.8,-3.41,0,0
SPCXUSDT,pct0.5-1to1-3600,2,0,-29.8,-14.91,0,0
SPCXUSDT,pct0.5-1to1-60,2,0,-1.5,-0.76,0,0
SPCXUSDT,pct0.5-1to1-600,2,0,-12.7,-6.33,0,0
SPCXUSDT,pct0.5-1to1-7200,2,0,2.7,1.36,0,0
SPCXUSDT,pct1-1to1-3600,2,0,-29.8,-14.91,0,0
SPCXUSDT,pct1-1to1-60,2,0,-1.5,-0.76,0,0
SPCXUSDT,pct1-1to1-600,2,0,-12.7,-6.33,0,0
SPCXUSDT,pct1-1to1-7200,2,0,2.7,1.36,0,0
SPCXUSDT,pct2-1to1-3600,2,0,-29.8,-14.91,0,0
SPCXUSDT,pct2-1to1-60,2,0,-1.5,-0.76,0,0
SPCXUSDT,pct2-1to1-600,2,0,-12.7,-6.33,0,0
SPCXUSDT,pct2-1to1-7200,2,0,2.7,1.36,0,0
SPCXUSDT,stack2-1to1-3600,2,0,-15.8,-7.91,0,0
SPCXUSDT,stack2-1to1-60,2,0,-6.8,-3.39,0,0
SPCXUSDT,stack2-1to1-600,2,0,-9.4,-4.68,0,0
SPCXUSDT,stack2-1to1-7200,2,0,-15.8,-7.91,0,0
TRUMPUSDT,at-1to1-3600,8,0,-86.6,-10.83,0,0
TRUMPUSDT,at-1to1-60,8,0,-86.6,-10.83,0,0
TRUMPUSDT,at-1to1-600,8,0,-86.6,-10.83,0,0
TRUMPUSDT,at-1to1-7200,8,0,-86.6,-10.83,0,0
TRUMPUSDT,behind-1to1-3600,6,3,-76.1,-12.68,0,0
TRUMPUSDT,behind-1to1-60,6,3,-81.2,-13.54,0,0
TRUMPUSDT,behind-1to1-600,6,3,-76.1,-12.68,0,0
TRUMPUSDT,behind-1to1-7200,6,3,-76.1,-12.68,0,0
TRUMPUSDT,pct0.5-1to1-3600,3,6,35.6,11.87,0,0
TRUMPUSDT,pct0.5-1to1-60,4,5,-74.0,-18.49,0,0
TRUMPUSDT,pct0.5-1to1-600,3,6,-69.0,-23.00,0,0
TRUMPUSDT,pct0.5-1to1-7200,3,6,35.6,11.87,0,0
TRUMPUSDT,pct1-1to1-3600,3,6,-37.0,-12.33,0,0
TRUMPUSDT,pct1-1to1-60,4,5,-74.0,-18.49,0,0
TRUMPUSDT,pct1-1to1-600,3,6,-53.5,-17.82,0,0
TRUMPUSDT,pct1-1to1-7200,3,6,-262.0,-87.32,0,0
TRUMPUSDT,pct2-1to1-3600,3,6,-37.0,-12.33,0,0
TRUMPUSDT,pct2-1to1-60,4,5,-74.0,-18.49,0,0
TRUMPUSDT,pct2-1to1-600,3,6,-53.5,-17.82,0,0
TRUMPUSDT,pct2-1to1-7200,3,6,-438.5,-146.17,0,0
TRUMPUSDT,stack2-1to1-3600,4,5,-23.0,-5.76,0,0
TRUMPUSDT,stack2-1to1-60,5,4,-64.6,-12.92,0,0
TRUMPUSDT,stack2-1to1-600,4,5,-23.0,-5.76,0,0
TRUMPUSDT,stack2-1to1-7200,4,5,-23.0,-5.76,0,0
TRXUSDT,at-1to1-3600,9,0,-81.8,-9.09,0,0
TRXUSDT,at-1to1-60,9,0,-81.8,-9.09,0,0
TRXUSDT,at-1to1-600,9,0,-81.8,-9.09,0,0
TRXUSDT,at-1to1-7200,9,0,-81.8,-9.09,0,0
TRXUSDT,behind-1to1-3600,6,3,-64.7,-10.79,0,0
TRXUSDT,behind-1to1-60,7,2,-69.2,-9.88,0,0
TRXUSDT,behind-1to1-600,6,3,-64.7,-10.79,0,0
TRXUSDT,behind-1to1-7200,6,3,-64.7,-10.79,0,0
TRXUSDT,pct0.5-1to1-3600,4,5,-31.1,-7.77,0,0
TRXUSDT,pct0.5-1to1-60,6,3,-50.9,-8.48,0,0
TRXUSDT,pct0.5-1to1-600,4,5,-31.2,-7.80,0,0
TRXUSDT,pct0.5-1to1-7200,4,5,-37.3,-9.32,0,0
TRXUSDT,pct1-1to1-3600,4,5,-31.1,-7.77,0,0
TRXUSDT,pct1-1to1-60,6,3,-50.9,-8.48,0,0
TRXUSDT,pct1-1to1-600,4,5,-31.2,-7.80,0,0
TRXUSDT,pct1-1to1-7200,4,5,-37.3,-9.32,0,0
TRXUSDT,pct2-1to1-3600,4,5,-31.1,-7.77,0,0
TRXUSDT,pct2-1to1-60,6,3,-50.9,-8.48,0,0
TRXUSDT,pct2-1to1-600,4,5,-31.2,-7.80,0,0
TRXUSDT,pct2-1to1-7200,4,5,-37.3,-9.32,0,0
TRXUSDT,stack2-1to1-3600,4,5,-43.1,-10.76,0,0
TRXUSDT,stack2-1to1-60,6,3,-50.9,-8.48,0,0
TRXUSDT,stack2-1to1-600,4,5,-25.1,-6.29,0,0
TRXUSDT,stack2-1to1-7200,4,5,-43.1,-10.76,0,0
WIFUSDT,at-1to1-3600,3,0,-33.3,-11.11,0,0
WIFUSDT,at-1to1-60,3,0,-33.3,-11.11,0,0
WIFUSDT,at-1to1-600,3,0,-33.3,-11.11,0,0
WIFUSDT,at-1to1-7200,3,0,-33.3,-11.11,0,0
WIFUSDT,behind-1to1-3600,2,1,-10.8,-5.41,0,0
WIFUSDT,behind-1to1-60,2,1,-5.4,-2.68,0,0
WIFUSDT,behind-1to1-600,2,1,-10.8,-5.41,0,0
WIFUSDT,behind-1to1-7200,2,1,-10.8,-5.41,0,0
WIFUSDT,pct0.5-1to1-3600,2,1,-11.2,-5.62,0,0
WIFUSDT,pct0.5-1to1-60,2,1,-10.8,-5.38,0,0
WIFUSDT,pct0.5-1to1-600,2,1,27.0,13.49,0,0
WIFUSDT,pct0.5-1to1-7200,2,1,-11.2,-5.62,0,0
WIFUSDT,pct1-1to1-3600,2,1,-6.3,-3.13,0,0
WIFUSDT,pct1-1to1-60,2,1,-10.8,-5.38,0,0
WIFUSDT,pct1-1to1-600,2,1,37.8,18.90,0,0
WIFUSDT,pct1-1to1-7200,2,1,-11.7,-5.86,0,0
WIFUSDT,pct2-1to1-3600,2,1,10.0,4.98,0,0
WIFUSDT,pct2-1to1-60,2,1,-10.8,-5.38,0,0
WIFUSDT,pct2-1to1-600,2,1,37.8,18.90,0,0
WIFUSDT,pct2-1to1-7200,2,1,-173.1,-86.53,0,0
WIFUSDT,stack2-1to1-3600,2,1,-10.9,-5.43,0,0
WIFUSDT,stack2-1to1-60,2,1,-10.8,-5.38,0,0
WIFUSDT,stack2-1to1-600,2,1,-10.9,-5.43,0,0
WIFUSDT,stack2-1to1-7200,2,1,-10.9,-5.43,0,0
XAGUSDT,at-1to1-3600,39,0,-297.4,-7.62,0,0
XAGUSDT,at-1to1-60,39,0,-297.4,-7.62,0,0
XAGUSDT,at-1to1-600,39,0,-297.4,-7.62,0,0
XAGUSDT,at-1to1-7200,39,0,-297.4,-7.62,0,0
XAGUSDT,behind-1to1-3600,20,19,-140.7,-7.04,0,0
XAGUSDT,behind-1to1-60,23,16,-173.7,-7.55,0,0
XAGUSDT,behind-1to1-600,20,19,-140.7,-7.04,0,0
XAGUSDT,behind-1to1-7200,20,19,-140.7,-7.04,0,0
XAGUSDT,pct0.5-1to1-3600,3,36,33.4,11.12,0,0
XAGUSDT,pct0.5-1to1-60,14,25,-112.7,-8.05,0,0
XAGUSDT,pct0.5-1to1-600,5,34,6.1,1.22,0,0
XAGUSDT,pct0.5-1to1-7200,3,36,76.3,25.42,0,0
XAGUSDT,pct1-1to1-3600,3,36,38.0,12.65,0,0
XAGUSDT,pct1-1to1-60,14,25,-112.7,-8.05,0,0
XAGUSDT,pct1-1to1-600,5,34,6.1,1.22,0,0
XAGUSDT,pct1-1to1-7200,3,36,124.9,41.63,0,0
XAGUSDT,pct2-1to1-3600,3,36,38.0,12.65,0,0
XAGUSDT,pct2-1to1-60,14,25,-112.7,-8.05,0,0
XAGUSDT,pct2-1to1-600,5,34,6.1,1.22,0,0
XAGUSDT,pct2-1to1-7200,3,36,64.9,21.63,0,0
XAGUSDT,stack2-1to1-3600,12,27,-66.7,-5.56,0,0
XAGUSDT,stack2-1to1-60,17,22,-104.4,-6.14,0,0
XAGUSDT,stack2-1to1-600,12,27,-66.7,-5.56,0,0
XAGUSDT,stack2-1to1-7200,12,27,-66.7,-5.56,0,0
XAUTUSDT,at-1to1-3600,1,0,-6.5,-6.53,0,0
XAUTUSDT,at-1to1-60,1,0,-6.5,-6.53,0,0
XAUTUSDT,at-1to1-600,1,0,-6.5,-6.53,0,0
XAUTUSDT,at-1to1-7200,1,0,-6.5,-6.53,0,0
XAUTUSDT,behind-1to1-3600,1,0,-5.6,-5.60,0,0
XAUTUSDT,behind-1to1-60,1,0,-6.5,-6.53,0,0
XAUTUSDT,behind-1to1-600,1,0,-5.6,-5.60,0,0
XAUTUSDT,behind-1to1-7200,1,0,-5.6,-5.60,0,0
XAUTUSDT,pct0.5-1to1-3600,1,0,-7.5,-7.47,0,0
XAUTUSDT,pct0.5-1to1-60,1,0,-6.5,-6.53,0,0
XAUTUSDT,pct0.5-1to1-600,1,0,-7.2,-7.23,0,0
XAUTUSDT,pct0.5-1to1-7200,1,0,-6.8,-6.77,0,0
XAUTUSDT,pct1-1to1-3600,1,0,-7.5,-7.47,0,0
XAUTUSDT,pct1-1to1-60,1,0,-6.5,-6.53,0,0
XAUTUSDT,pct1-1to1-600,1,0,-7.2,-7.23,0,0
XAUTUSDT,pct1-1to1-7200,1,0,-6.8,-6.77,0,0
XAUTUSDT,pct2-1to1-3600,1,0,-7.5,-7.47,0,0
XAUTUSDT,pct2-1to1-60,1,0,-6.5,-6.53,0,0
XAUTUSDT,pct2-1to1-600,1,0,-7.2,-7.23,0,0
XAUTUSDT,pct2-1to1-7200,1,0,-6.8,-6.77,0,0
XAUTUSDT,stack2-1to1-3600,1,0,-2.1,-2.10,0,0
XAUTUSDT,stack2-1to1-60,1,0,-6.5,-6.53,0,0
XAUTUSDT,stack2-1to1-600,1,0,-2.1,-2.10,0,0
XAUTUSDT,stack2-1to1-7200,1,0,-2.1,-2.10,0,0
XLMUSDT,at-1to1-3600,14,0,-164.0,-11.71,0,0
XLMUSDT,at-1to1-60,14,0,-164.0,-11.71,0,0
XLMUSDT,at-1to1-600,14,0,-164.0,-11.71,0,0
XLMUSDT,at-1to1-7200,14,0,-164.0,-11.71,0,0
XLMUSDT,behind-1to1-3600,4,10,-47.9,-11.98,0,0
XLMUSDT,behind-1to1-60,6,8,-71.5,-11.91,0,0
XLMUSDT,behind-1to1-600,4,10,-47.9,-11.98,0,0
XLMUSDT,behind-1to1-7200,4,10,-47.9,-11.98,0,0
XLMUSDT,pct0.5-1to1-3600,3,11,38.9,12.96,0,0
XLMUSDT,pct0.5-1to1-60,5,9,-53.8,-10.75,0,0
XLMUSDT,pct0.5-1to1-600,3,11,-21.1,-7.05,0,0
XLMUSDT,pct0.5-1to1-7200,3,11,38.9,12.96,0,0
XLMUSDT,pct1-1to1-3600,3,11,73.8,24.60,0,0
XLMUSDT,pct1-1to1-60,5,9,-53.8,-10.75,0,0
XLMUSDT,pct1-1to1-600,3,11,45.4,15.13,0,0
XLMUSDT,pct1-1to1-7200,3,11,-88.8,-29.61,0,0
XLMUSDT,pct2-1to1-3600,3,11,13.9,4.65,0,0
XLMUSDT,pct2-1to1-60,5,9,-53.8,-10.75,0,0
XLMUSDT,pct2-1to1-600,3,11,45.4,15.13,0,0
XLMUSDT,pct2-1to1-7200,3,11,-198.1,-66.05,0,0
XLMUSDT,stack2-1to1-3600,4,10,-57.9,-14.47,0,0
XLMUSDT,stack2-1to1-60,6,8,-48.7,-8.11,0,0
XLMUSDT,stack2-1to1-600,4,10,-57.9,-14.47,0,0
XLMUSDT,stack2-1to1-7200,4,10,-57.9,-14.47,0,0
XPLUSDT,at-1to1-3600,3,0,-19.4,-6.46,0,0
XPLUSDT,at-1to1-60,3,0,-19.4,-6.46,0,0
XPLUSDT,at-1to1-600,3,0,-19.4,-6.46,0,0
XPLUSDT,at-1to1-7200,3,0,-19.4,-6.46,0,0
XPLUSDT,behind-1to1-3600,3,0,-7.3,-2.43,0,0
XPLUSDT,behind-1to1-60,3,0,-7.3,-2.43,0,0
XPLUSDT,behind-1to1-600,3,0,-7.3,-2.43,0,0
XPLUSDT,behind-1to1-7200,3,0,-7.3,-2.43,0,0
XPLUSDT,pct0.5-1to1-3600,2,2,107.7,53.86,0,0
XPLUSDT,pct0.5-1to1-60,2,2,-8.8,-4.42,0,0
XPLUSDT,pct0.5-1to1-600,2,2,107.7,53.86,0,0
XPLUSDT,pct0.5-1to1-7200,2,2,107.7,53.86,0,0
XPLUSDT,pct1-1to1-3600,2,2,111.0,55.52,0,0
XPLUSDT,pct1-1to1-60,2,2,-8.8,-4.42,0,0
XPLUSDT,pct1-1to1-600,2,2,119.7,59.84,0,0
XPLUSDT,pct1-1to1-7200,2,2,-8.9,-4.44,0,0
XPLUSDT,pct2-1to1-3600,2,2,106.4,53.22,0,0
XPLUSDT,pct2-1to1-60,2,2,-8.8,-4.42,0,0
XPLUSDT,pct2-1to1-600,2,2,115.1,57.55,0,0
XPLUSDT,pct2-1to1-7200,2,2,104.6,52.32,0,0
